,guid,sent_no,quote_no,quote_text,coref,quote_stems,quote_stems_coref,quote_stem_list,quote_stem_list_coref,url,title,date,domain,stance,topic,is_AP,reg_title,leaning
12957,url_no_18431,33,0,NY mandates ALL state workers must get the COVID-19 vaccine or undergo weekly testing,NY mandates ALL state workers must get the COVID-19 vaccine or undergo weekly testing,"['ny', 'mandat', 'all', 'state', 'worker', 'must', 'get', 'the', 'covid-19', 'vaccin', 'or', 'undergo', 'weekli', 'test']","['ny', 'mandat', 'all', 'state', 'worker', 'must', 'get', 'the', 'covid-19', 'vaccin', 'or', 'undergo', 'weekli', 'test']","['ny', 'mandat', 'all', 'state', 'worker', 'must', 'get', 'the', 'covid-19', 'vaccin', 'or', 'undergo', 'weekli', 'test']","['ny', 'mandat', 'all', 'state', 'worker', 'must', 'get', 'the', 'covid-19', 'vaccin', 'or', 'undergo', 'weekli', 'test']",dailymail.co.uk/news/article-9028139/UK-takes-major-leap-Covid-19-fightback-nation-starts-biggest-vaccine-drive.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,uk takes major leap in covid19 fightback as nation starts its biggest ever vaccine drive,2020-12-07 17:08:57.000000,drudgereport,anti,cc,False,uk takes major leap in covid19 fightback as nation starts its biggest ever vaccine drive,right
13197,url_no_18723,28,0,NY mandates ALL state workers must get the COVID-19 vaccine or undergo weekly testing,NY mandates ALL state workers must get the COVID-19 vaccine or undergo weekly testing,"['ny', 'mandat', 'all', 'state', 'worker', 'must', 'get', 'the', 'covid-19', 'vaccin', 'or', 'undergo', 'weekli', 'test']","['ny', 'mandat', 'all', 'state', 'worker', 'must', 'get', 'the', 'covid-19', 'vaccin', 'or', 'undergo', 'weekli', 'test']","['ny', 'mandat', 'all', 'state', 'worker', 'must', 'get', 'the', 'covid-19', 'vaccin', 'or', 'undergo', 'weekli', 'test']","['ny', 'mandat', 'all', 'state', 'worker', 'must', 'get', 'the', 'covid-19', 'vaccin', 'or', 'undergo', 'weekli', 'test']",dailymail.co.uk/news/article-9270121/US-hit-snow-coverage-records-began-73-country-blanketed.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,us is hit with the most snow coverage since records began as 73 of the country is blanketed,2021-02-17 09:55:36.000000,drudgereport,anti,cc,False,us is hit with the most snow coverage since records began as 73 of the country is blanketed,right
12660,url_no_17984,33,0,NY mandates ALL state workers must get the COVID-19 vaccine or undergo weekly testing,NY mandates ALL state workers must get the COVID-19 vaccine or undergo weekly testing,"['ny', 'mandat', 'all', 'state', 'worker', 'must', 'get', 'the', 'covid-19', 'vaccin', 'or', 'undergo', 'weekli', 'test']","['ny', 'mandat', 'all', 'state', 'worker', 'must', 'get', 'the', 'covid-19', 'vaccin', 'or', 'undergo', 'weekli', 'test']","['ny', 'mandat', 'all', 'state', 'worker', 'must', 'get', 'the', 'covid-19', 'vaccin', 'or', 'undergo', 'weekli', 'test']","['ny', 'mandat', 'all', 'state', 'worker', 'must', 'get', 'the', 'covid-19', 'vaccin', 'or', 'undergo', 'weekli', 'test']",dailymail.co.uk/news/article-8901061/Trump-says-good-thing-testing-COVID-proved-Melania-live-together.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,trump says the only good thing about testing for covid is it proved he and melania live together,2020-10-31 17:04:37.000000,drudgereport,anti,cc,False,trump says the only good thing about testing for covid is it proved he and melania live together,right
5359,url_no_6648,29,0,"the Covid-19 vaccines cause blood clots , and","the Covid-19 vaccines cause blood clots , and","['the', 'covid-19', 'vaccin', 'caus', 'blood', 'clot', ',', 'and']","['the', 'covid-19', 'vaccin', 'caus', 'blood', 'clot', ',', 'and']","['the', 'covid-19', 'vaccin', 'caus', 'blood', 'clot', ',', 'and']","['the', 'covid-19', 'vaccin', 'caus', 'blood', 'clot', ',', 'and']",sgtreport.com/2021/07/family-doctor-blows-the-whistle-on-extreme-side-effects-of-moderna-vaccine-explains-how-the-vaccine-is-quite-clearly-more-dangerous-than-covid-19/,family doctor blows the whistle on extreme side effects of moderna vaccine explains how the vaccine is quite clearly more dangerous than covid19,2021-07-05 16:20:14.000000,sgtreport,anti,cc,False,family doctor blows the whistle on extreme side effects of moderna vaccine explains how the vaccine is quite clearly more dangerous than covid19,right
4910,url_no_6161,132,10,"In more coronavirus developments on another chaotic day : No10 's chief scientific adviser Patrick Vallance took a swipe at Boris Johnson over the timing of lockdowns as he said the government got ' some things right and some things wrong ' ; Home Secretary Priti Patel claimed in a leaked recording that she pushed for the UK to close its borders at the start of the coronavirus pandemic last year ; Pressure grew on Boris Johnson to speed up the vaccine rollout to care homes , after damning official figures showed care homes were once again at the heart of Britain 's crisis","In more coronavirus developments on another chaotic day : No10 's chief scientific adviser Patrick Vallance took a swipe at Boris Johnson over the timing of lockdowns as Sir Patrick said the government got ' some things right and some things wrong ' ; Home Secretary Priti Patel claimed in a leaked recording that Home Secretary Priti Patel pushed for the UK to close the UK borders at the start of the coronavirus pandemic last year ; Pressure grew on Boris Johnson to speed up the vaccine rollout to care homes , after damning official figures showed care homes were once again at the heart of Britain 's crisis","['in', 'more', 'coronaviru', 'develop', 'on', 'anoth', 'chaotic', 'day', ':', 'no10', ""'s"", 'chief', 'scientif', 'advis', 'patrick', 'vallanc', 'took', 'a', 'swipe', 'at', 'bori', 'johnson', 'over', 'the', 'time', 'of', 'lockdown', 'as', 'he', 'said', 'the', 'govern', 'got', ""'"", 'some', 'thing', 'right', 'and', 'some', 'thing', 'wrong', ""'"", ';', 'home', 'secretari', 'priti', 'patel', 'claim', 'in', 'a', 'leak', 'record', 'that', 'she', 'push', 'for', 'the', 'uk', 'to', 'close', 'it', 'border', 'at', 'the', 'start', 'of', 'the', 'coronaviru', 'pandem', 'last', 'year', ';', 'pressur', 'grew', 'on', 'bori', 'johnson', 'to', 'speed', 'up', 'the', 'vaccin', 'rollout', 'to', 'care', 'home', ',', 'after', 'damn', 'offici', 'figur', 'show', 'care', 'home', 'were', 'onc', 'again', 'at', 'the', 'heart', 'of', 'britain', ""'s"", 'crisi']","['in', 'more', 'coronaviru', 'develop', 'on', 'anoth', 'chaotic', 'day', ':', 'no10', ""'s"", 'chief', 'scientif', 'advis', 'patrick', 'vallanc', 'took', 'a', 'swipe', 'at', 'bori', 'johnson', 'over', 'the', 'time', 'of', 'lockdown', 'as', 'sir', 'patrick', 'said', 'the', 'govern', 'got', ""'"", 'some', 'thing', 'right', 'and', 'some', 'thing', 'wrong', ""'"", ';', 'home', 'secretari', 'priti', 'patel', 'claim', 'in', 'a', 'leak', 'record', 'that', 'home', 'secretari', 'priti', 'patel', 'push', 'for', 'the', 'uk', 'to', 'close', 'the', 'uk', 'border', 'at', 'the', 'start', 'of', 'the', 'coronaviru', 'pandem', 'last', 'year', ';', 'pressur', 'grew', 'on', 'bori', 'johnson', 'to', 'speed', 'up', 'the', 'vaccin', 'rollout', 'to', 'care', 'home', ',', 'after', 'damn', 'offici', 'figur', 'show', 'care', 'home', 'were', 'onc', 'again', 'at', 'the', 'heart', 'of', 'britain', ""'s"", 'crisi']","['in', 'more', 'coronaviru', 'develop', 'on', 'anoth', 'chaotic', 'day', ':', 'no10\', ""\'s"", \'chief', 'scientif', 'advis', 'patrick', 'vallanc', 'took', 'a', 'swipe', 'at', 'bori', 'johnson', 'over', 'the', 'time', 'of', 'lockdown', 'as', 'he', 'said', 'the', 'govern', 'got\', ""\'"", \'some', 'thing', 'right', 'and', 'some', 'thing', 'wrong\', ""\'"", \';', 'home', 'secretari', 'priti', 'patel', 'claim', 'in', 'a', 'leak', 'record', 'that', 'she', 'push', 'for', 'the', 'uk', 'to', 'close', 'it', 'border', 'at', 'the', 'start', 'of', 'the', 'coronaviru', 'pandem', 'last', 'year', ';', 'pressur', 'grew', 'on', 'bori', 'johnson', 'to', 'speed', 'up', 'the', 'vaccin', 'rollout', 'to', 'care', 'home', ',', 'after', 'damn', 'offici', 'figur', 'show', 'care', 'home', 'were', 'onc', 'again', 'at', 'the', 'heart', 'of', 'britain\', ""\'s"", \'crisi']","['in', 'more', 'coronaviru', 'develop', 'on', 'anoth', 'chaotic', 'day', ':', 'no10\', ""\'s"", \'chief', 'scientif', 'advis', 'patrick', 'vallanc', 'took', 'a', 'swipe', 'at', 'bori', 'johnson', 'over', 'the', 'time', 'of', 'lockdown', 'as', 'sir', 'patrick', 'said', 'the', 'govern', 'got\', ""\'"", \'some', 'thing', 'right', 'and', 'some', 'thing', 'wrong\', ""\'"", \';', 'home', 'secretari', 'priti', 'patel', 'claim', 'in', 'a', 'leak', 'record', 'that', 'home', 'secretari', 'priti', 'patel', 'push', 'for', 'the', 'uk', 'to', 'close', 'the', 'uk', 'border', 'at', 'the', 'start', 'of', 'the', 'coronaviru', 'pandem', 'last', 'year', ';', 'pressur', 'grew', 'on', 'bori', 'johnson', 'to', 'speed', 'up', 'the', 'vaccin', 'rollout', 'to', 'care', 'home', ',', 'after', 'damn', 'offici', 'figur', 'show', 'care', 'home', 'were', 'onc', 'again', 'at', 'the', 'heart', 'of', 'britain\', ""\'s"", \'crisi']",dailymail.co.uk/news/article-9168161/England-dishes-300-000-daily-doses-amid-hope-NHS-hit-key-target.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,england dishes out 300000 daily doses amid hope that nhs can hit key target,2021-01-20 09:27:55.000000,drudgereport,anti,cc,False,england dishes out 300000 daily doses amid hope that nhs can hit key target,right
1961,url_no_3026,85,0,"negative side effects '    European countries will have to cover compensation costs if Oxford University 's coronavirus vaccine causes any side effects , as part of the EU 's deal to secure the experimental jab at a discounted price , it was claimed today","negative side effects '    European countries will have to cover compensation costs if Oxford University 's coronavirus vaccine causes any side effects , as part of the EU 's deal to secure the experimental jab at a discounted price , Oxford University's coronavirus vaccine was claimed today","['neg', 'side', 'effect', ""'"", 'european', 'countri', 'will', 'have', 'to', 'cover', 'compens', 'cost', 'if', 'oxford', 'univers', ""'s"", 'coronaviru', 'vaccin', 'caus', 'ani', 'side', 'effect', ',', 'as', 'part', 'of', 'the', 'eu', ""'s"", 'deal', 'to', 'secur', 'the', 'experiment', 'jab', 'at', 'a', 'discount', 'price', ',', 'it', 'wa', 'claim', 'today']","['neg', 'side', 'effect', ""'"", 'european', 'countri', 'will', 'have', 'to', 'cover', 'compens', 'cost', 'if', 'oxford', 'univers', ""'s"", 'coronaviru', 'vaccin', 'caus', 'ani', 'side', 'effect', ',', 'as', 'part', 'of', 'the', 'eu', ""'s"", 'deal', 'to', 'secur', 'the', 'experiment', 'jab', 'at', 'a', 'discount', 'price', ',', 'oxford', 'univers', ""'s"", 'coronaviru', 'vaccin', 'wa', 'claim', 'today']","['neg', 'side', 'effect\', ""\'"", \'european', 'countri', 'will', 'have', 'to', 'cover', 'compens', 'cost', 'if', 'oxford', 'univers\', ""\'s"", \'coronaviru', 'vaccin', 'caus', 'ani', 'side', 'effect', ',', 'as', 'part', 'of', 'the', 'eu\', ""\'s"", \'deal', 'to', 'secur', 'the', 'experiment', 'jab', 'at', 'a', 'discount', 'price', ',', 'it', 'wa', 'claim', 'today']","['neg', 'side', 'effect\', ""\'"", \'european', 'countri', 'will', 'have', 'to', 'cover', 'compens', 'cost', 'if', 'oxford', 'univers\', ""\'s"", \'coronaviru', 'vaccin', 'caus', 'ani', 'side', 'effect', ',', 'as', 'part', 'of', 'the', 'eu\', ""\'s"", \'deal', 'to', 'secur', 'the', 'experiment', 'jab', 'at', 'a', 'discount', 'price', ',', 'oxford', 'univers\', ""\'s"", \'coronaviru', 'vaccin', 'wa', 'claim', 'today']",dailymail.co.uk/news/article-8773261/Care-home-residents-staff-Covid-19-vaccine.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,care home residents and staff will be first to get a covid19 vaccine,2020-09-25 12:55:00.000000,drudgereport,anti,cc,False,care home residents and staff will be first to get a covid19 vaccine,right
13142,url_no_18657,96,1,"Filed under   Coronavirus   ,   COVID vaccine   ,   data   ,   health   ,   white house   ,  ","Filed under   Coronavirus   ,   COVID vaccine   ,   data   ,   health   ,   white house   ,  ","['file', 'under', 'coronaviru', ',', 'covid', 'vaccin', ',', 'data', ',', 'health', ',', 'white', 'hous', ',']","['file', 'under', 'coronaviru', ',', 'covid', 'vaccin', ',', 'data', ',', 'health', ',', 'white', 'hous', ',']","['file', 'under', 'coronaviru', ',', 'covid', 'vaccin', ',', 'data', ',', 'health', ',', 'white', 'hous', ',']","['file', 'under', 'coronaviru', ',', 'covid', 'vaccin', ',', 'data', ',', 'health', ',', 'white', 'hous', ',']",nypost.com/2021/04/23/us-covid-19-numbers-drop-as-wh-unveils-new-vaccine-campaign/,us covid deaths cases drop as wh unveils new social media vaccine campaign,2021-04-23 14:26:47.000000,new_york_post,anti,cc,False,us covid deaths cases drop as wh unveils new social media vaccine campaign,right
5985,url_no_7666,223,0,they are “ incredibly worried ” about the South African variant of the coronavirus that could evade vaccines,they are “ incredibly worried ” about the South African variant of the coronavirus that could evade vaccines,"['they', 'are', '“', 'incred', 'worri', '”', 'about', 'the', 'south', 'african', 'variant', 'of', 'the', 'coronaviru', 'that', 'could', 'evad', 'vaccin']","['they', 'are', '“', 'incred', 'worri', '”', 'about', 'the', 'south', 'african', 'variant', 'of', 'the', 'coronaviru', 'that', 'could', 'evad', 'vaccin']","['they', 'are', '“', 'incred', 'worri', '”', 'about', 'the', 'south', 'african', 'variant', 'of', 'the', 'coronaviru', 'that', 'could', 'evad', 'vaccin']","['they', 'are', '“', 'incred', 'worri', '”', 'about', 'the', 'south', 'african', 'variant', 'of', 'the', 'coronaviru', 'that', 'could', 'evad', 'vaccin']",nationalreview.com/the-morning-jolt/georgia-on-my-mind/,georgia on my mind  national review,2021-01-05 14:04:51.000000,nat_review,anti,cc,False,georgia on my mind national review,right
7290,url_no_9809,83,1,", the UK 's chief medical officer Professor Chris Whitty defended the decision to delay offering a second vaccine jab , arguing it allowed for more people to be offered a level of immunity against Covid-19",", the UK 's chief medical officer Professor Chris Whitty defended the decision to delay offering a second vaccine jab , arguing a second vaccine jab allowed for more people to be offered a level of immunity against Covid-19","[',', 'the', 'uk', ""'s"", 'chief', 'medic', 'offic', 'professor', 'chri', 'whitti', 'defend', 'the', 'decis', 'to', 'delay', 'offer', 'a', 'second', 'vaccin', 'jab', ',', 'argu', 'it', 'allow', 'for', 'more', 'peopl', 'to', 'be', 'offer', 'a', 'level', 'of', 'immun', 'against', 'covid-19']","[',', 'the', 'uk', ""'s"", 'chief', 'medic', 'offic', 'professor', 'chri', 'whitti', 'defend', 'the', 'decis', 'to', 'delay', 'offer', 'a', 'second', 'vaccin', 'jab', ',', 'argu', 'a', 'second', 'vaccin', 'jab', 'allow', 'for', 'more', 'peopl', 'to', 'be', 'offer', 'a', 'level', 'of', 'immun', 'against', 'covid-19']","[',', 'the', 'uk\', ""\'s"", \'chief', 'medic', 'offic', 'professor', 'chri', 'whitti', 'defend', 'the', 'decis', 'to', 'delay', 'offer', 'a', 'second', 'vaccin', 'jab', ',', 'argu', 'it', 'allow', 'for', 'more', 'peopl', 'to', 'be', 'offer', 'a', 'level', 'of', 'immun', 'against', 'covid-19']","[',', 'the', 'uk\', ""\'s"", \'chief', 'medic', 'offic', 'professor', 'chri', 'whitti', 'defend', 'the', 'decis', 'to', 'delay', 'offer', 'a', 'second', 'vaccin', 'jab', ',', 'argu', 'a', 'second', 'vaccin', 'jab', 'allow', 'for', 'more', 'peopl', 'to', 'be', 'offer', 'a', 'level', 'of', 'immun', 'against', 'covid-19']",dailymail.co.uk/news/article-9177457/Its-early-draw-conclusions-Israels-vaccine-drive-insists-Sir-Patrick-Vallance.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,its too early to draw conclusions about israels vaccine drive insists sir patrick vallance,2021-01-22 16:00:12.000000,drudgereport,anti,cc,False,its too early to draw conclusions about israels vaccine drive insists sir patrick vallance,right
5243,url_no_6555,49,0,"Given the recent news that COVID-19 vaccines will soon be rolling out around the world , over the coming weeks we will start removing false claims about these vaccines that have been debunked by public health experts on Facebook and Instagram","Given the recent news that COVID-19 vaccines will soon be rolling out around the world , over the coming weeks we will start removing false claims about these vaccines that have been debunked by public health experts on Facebook and Instagram","['given', 'the', 'recent', 'news', 'that', 'covid-19', 'vaccin', 'will', 'soon', 'be', 'roll', 'out', 'around', 'the', 'world', ',', 'over', 'the', 'come', 'week', 'we', 'will', 'start', 'remov', 'fals', 'claim', 'about', 'these', 'vaccin', 'that', 'have', 'been', 'debunk', 'by', 'public', 'health', 'expert', 'on', 'facebook', 'and', 'instagram']","['given', 'the', 'recent', 'news', 'that', 'covid-19', 'vaccin', 'will', 'soon', 'be', 'roll', 'out', 'around', 'the', 'world', ',', 'over', 'the', 'come', 'week', 'we', 'will', 'start', 'remov', 'fals', 'claim', 'about', 'these', 'vaccin', 'that', 'have', 'been', 'debunk', 'by', 'public', 'health', 'expert', 'on', 'facebook', 'and', 'instagram']","['given', 'the', 'recent', 'news', 'that', 'covid-19', 'vaccin', 'will', 'soon', 'be', 'roll', 'out', 'around', 'the', 'world', ',', 'over', 'the', 'come', 'week', 'we', 'will', 'start', 'remov', 'fals', 'claim', 'about', 'these', 'vaccin', 'that', 'have', 'been', 'debunk', 'by', 'public', 'health', 'expert', 'on', 'facebook', 'and', 'instagram']","['given', 'the', 'recent', 'news', 'that', 'covid-19', 'vaccin', 'will', 'soon', 'be', 'roll', 'out', 'around', 'the', 'world', ',', 'over', 'the', 'come', 'week', 'we', 'will', 'start', 'remov', 'fals', 'claim', 'about', 'these', 'vaccin', 'that', 'have', 'been', 'debunk', 'by', 'public', 'health', 'expert', 'on', 'facebook', 'and', 'instagram']",dailymail.co.uk/news/article-9014777/Facebook-says-ban-coronavirus-vaccine-conspiracy-theories.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,facebook says it will ban all coronavirus vaccine conspiracy theories,2020-12-03 12:26:11.000000,drudgereport,anti,cc,False,facebook says it will ban all coronavirus vaccine conspiracy theories,right
11261,url_no_15189,24,0,that they believe the COVID vaccine should be voluntary in all circumstances,that they believe the COVID vaccine should be voluntary in all circumstances,"['that', 'they', 'believ', 'the', 'covid', 'vaccin', 'should', 'be', 'voluntari', 'in', 'all', 'circumst']","['that', 'they', 'believ', 'the', 'covid', 'vaccin', 'should', 'be', 'voluntari', 'in', 'all', 'circumst']","['that', 'they', 'believ', 'the', 'covid', 'vaccin', 'should', 'be', 'voluntari', 'in', 'all', 'circumst']","['that', 'they', 'believ', 'the', 'covid', 'vaccin', 'should', 'be', 'voluntari', 'in', 'all', 'circumst']",sgtreport.com/2021/02/stanford-harvard-oxford-medical-professors-have-facebook-page-about-covid-disabled/,stanford harvard  oxford medical professors have facebook page about covid disabled,2021-02-12 20:30:48.000000,sgtreport,anti,cc,False,stanford harvard oxford medical professors have facebook page about covid disabled,right
3156,url_no_4201,155,1,"Germany has opened access to J&J ’s COVID vaccines to all adults , lifting a priority system determining who gets the jabs first","Germany has opened access to J&J ’s COVID vaccines to all adults , lifting a priority system determining who gets the jabs first","['germani', 'ha', 'open', 'access', 'to', 'j', '&', 'j', '’', 's', 'covid', 'vaccin', 'to', 'all', 'adult', ',', 'lift', 'a', 'prioriti', 'system', 'determin', 'who', 'get', 'the', 'jab', 'first']","['germani', 'ha', 'open', 'access', 'to', 'j', '&', 'j', '’', 's', 'covid', 'vaccin', 'to', 'all', 'adult', ',', 'lift', 'a', 'prioriti', 'system', 'determin', 'who', 'get', 'the', 'jab', 'first']","['germani', 'ha', 'open', 'access', 'to', 'j', '&', 'j', '’', 's', 'covid', 'vaccin', 'to', 'all', 'adult', ',', 'lift', 'a', 'prioriti', 'system', 'determin', 'who', 'get', 'the', 'jab', 'first']","['germani', 'ha', 'open', 'access', 'to', 'j', '&', 'j', '’', 's', 'covid', 'vaccin', 'to', 'all', 'adult', ',', 'lift', 'a', 'prioriti', 'system', 'determin', 'who', 'get', 'the', 'jab', 'first']",marketwatch.com/news/story.asp?guid=%7B21005575-02D4-D4B5-4572-D405882C8194%7D&siteid=rss&rss=1,coronavirus update indias covid crisis deepens as biontech says theres no evidence its vaccine needs adapting to cope with new variants,2021-05-10 10:51:00.000000,marketwatch,anti,cc,False,coronavirus update indias covid crisis deepens as biontech says theres no evidence its vaccine needs adapting to cope with new variants,right
11429,url_no_15550,38,1,it would be ' tragic if someone died because of unnecessary conspiracy bulls,COVID vaccine would be ' tragic if someone died because of unnecessary conspiracy bulls,"['it', 'would', 'be', ""'"", 'tragic', 'if', 'someon', 'die', 'becaus', 'of', 'unnecessari', 'conspiraci', 'bull']","['covid', 'vaccin', 'would', 'be', ""'"", 'tragic', 'if', 'someon', 'die', 'becaus', 'of', 'unnecessari', 'conspiraci', 'bull']","['it', 'would', 'be\', ""\'"", \'tragic', 'if', 'someon', 'die', 'becaus', 'of', 'unnecessari', 'conspiraci', 'bull']","['covid', 'vaccin', 'would', 'be\', ""\'"", \'tragic', 'if', 'someon', 'die', 'becaus', 'of', 'unnecessari', 'conspiraci', 'bull']",dailymail.co.uk/news/article-9229507/Taxpayers-foot-87m-bill-ministers-failing-company-Covid-contract-cancel-it.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,taxpayers to foot 87m bill after ministers give failing company covid contract then cancel it,2021-02-05 17:27:38.000000,drudgereport,anti,cc,False,taxpayers to foot 87m bill after ministers give failing company covid contract then cancel it,right
340,url_no_622,54,1,Your top questions about Covid-19 and vaccines Reassurance and recommendations from doctors and health care providers also played a role ( 11 % ),Your top questions about Covid-19 and vaccines Reassurance and recommendations from doctors and health care providers also played a role ( 11 % ),"['your', 'top', 'question', 'about', 'covid-19', 'and', 'vaccin', 'reassur', 'and', 'recommend', 'from', 'doctor', 'and', 'health', 'care', 'provid', 'also', 'play', 'a', 'role', '(', '11', '%', ')']","['your', 'top', 'question', 'about', 'covid-19', 'and', 'vaccin', 'reassur', 'and', 'recommend', 'from', 'doctor', 'and', 'health', 'care', 'provid', 'also', 'play', 'a', 'role', '(', '11', '%', ')']","['your', 'top', 'question', 'about', 'covid-19', 'and', 'vaccin', 'reassur', 'and', 'recommend', 'from', 'doctor', 'and', 'health', 'care', 'provid', 'also', 'play', 'a', 'role', '(', '11', '%', ')']","['your', 'top', 'question', 'about', 'covid-19', 'and', 'vaccin', 'reassur', 'and', 'recommend', 'from', 'doctor', 'and', 'health', 'care', 'provid', 'also', 'play', 'a', 'role', '(', '11', '%', ')']",news.google.com/__i/rss/rd/articles/CBMiUWh0dHBzOi8vd3d3LmNubi5jb20vMjAyMS8wNy8xMy9wb2xpdGljcy9wb2xsLWNvdmlkLTE5LXZhY2NpbmUtZGVjaXNpb24vaW5kZXguaHRtbNIBVWh0dHBzOi8vYW1wLmNubi5jb20vY25uLzIwMjEvMDcvMTMvcG9saXRpY3MvcG9sbC1jb3ZpZC0xOS12YWNjaW5lLWRlY2lzaW9uL2luZGV4Lmh0bWw?oc=5,a new poll shows why some vaccinehesitant americans decided to get the covid19 shot  cnn,2021-07-13 18:41:00.000000,shoebat,anti,cc,False,a new poll shows why some vaccinehesitant americans decided to get the covid19 shot cnn,right
