,guid,sent_no,quote_no,quote_text,coref,quote_stems,quote_stems_coref,quote_stem_list,quote_stem_list_coref,url,title,date,domain,stance,topic,is_AP,reg_title,leaning,annotator_r,annotator_p,annotator_a,annotator_s 
2284,url_no_3388,33,0,"A Chinese drug manufacturer inoculated about 90% of its employees with an experimental COVID-19 vaccine and experienced ""very low"" adverse reactions.","A Chinese drug manufacturer inoculated about 90 % of A Chinese drug manufacturer employees with an experimental COVID-19 vaccine and experienced "" very low "" adverse reactions","['a', 'chines', 'drug', 'manufactur', 'inocul', 'about', '90', '%', 'of', 'it', 'employe', 'with', 'an', 'experiment', 'covid-19', 'vaccin', 'and', 'experienc', '``', 'veri', 'low', '``', 'advers', 'reaction']","['a', 'chines', 'drug', 'manufactur', 'inocul', 'about', '90', '%', 'of', 'a', 'chines', 'drug', 'manufactur', 'employe', 'with', 'an', 'experiment', 'covid-19', 'vaccin', 'and', 'experienc', '``', 'veri', 'low', '``', 'advers', 'reaction']","['a', 'chines', 'drug', 'manufactur', 'inocul', 'about', '90', '%', 'of', 'it', 'employe', 'with', 'an', 'experiment', 'covid-19', 'vaccin', 'and', 'experienc', '``', 'veri', 'low', '``', 'advers', 'reaction']","['a', 'chines', 'drug', 'manufactur', 'inocul', 'about', '90', '%', 'of', 'a', 'chines', 'drug', 'manufactur', 'employe', 'with', 'an', 'experiment', 'covid-19', 'vaccin', 'and', 'experienc', '``', 'veri', 'low', '``', 'advers', 'reaction']",newsmax.com/world/globaltalk/covid-19-sinovac-pandemic-side-effects/2020/09/07/id/985702,chinese drug maker inoculates 90 percent of employees with covid vaccine,34:36.0,newsmax,anti,cc,FALSE,chinese drug maker inoculates 90 percent of employees with covid vaccine,right,neutral,neutral,Agree,agree
12990,url_no_18481,57,0,He 's urging drug companies to speed up the process of creating a COVID-19 vaccine.,President Donald Trump 's urging drug companies to speed up the process of creating a COVID-19 vaccine,"['he', ""'s"", 'urg', 'drug', 'compani', 'to', 'speed', 'up', 'the', 'process', 'of', 'creat', 'a', 'covid-19', 'vaccin']","['presid', 'donald', 'trump', ""'s"", 'urg', 'drug', 'compani', 'to', 'speed', 'up', 'the', 'process', 'of', 'creat', 'a', 'covid-19', 'vaccin']","['he\', ""\'s"", \'urg', 'drug', 'compani', 'to', 'speed', 'up', 'the', 'process', 'of', 'creat', 'a', 'covid-19', 'vaccin']","['presid', 'donald', 'trump\', ""\'s"", \'urg', 'drug', 'compani', 'to', 'speed', 'up', 'the', 'process', 'of', 'creat', 'a', 'covid-19', 'vaccin']",www1.cbn.com/cbnnews/2020/march/uncharted-territory-covid-19-infections-now-stands-at-90-000-with-3-100-deaths,uncharted territory covid19 infections now stands at 90000 with 3100 deaths,46:45.0,cbn,anti,cc,FALSE,uncharted territory covid19 infections now stands at 90000 with 3100 deaths,right,neutral,disagree,Agree,neutral
11293,url_no_15281,41,1,Their COVID-19 vaccine to be used in the U.S. next month.,Pfizer (PFE) and BioNTech (BNTX) COVID-19 vaccine to be used in the U.S. next month,"['their', 'covid-19', 'vaccin', 'to', 'be', 'use', 'in', 'the', 'u.s.', 'next', 'month']","['pfizer', '(', 'pfe', ')', 'and', 'biontech', '(', 'bntx', ')', 'covid-19', 'vaccin', 'to', 'be', 'use', 'in', 'the', 'u.s.', 'next', 'month']","['their', 'covid-19', 'vaccin', 'to', 'be', 'use', 'in', 'the', 'u.s.', 'next', 'month']","['pfizer', '(', 'pfe', ')', 'and', 'biontech', '(', 'bntx', ')', 'covid-19', 'vaccin', 'to', 'be', 'use', 'in', 'the', 'u.s.', 'next', 'month']",newsmax.com/finance/streettalk/casual-dining-stocks-restaurants/2020/11/20/id/997993,stifel analyst 3 casualdining stocks that could get vaccine boost,22:22.0,newsmax,anti,cc,FALSE,stifel analyst 3 casualdining stocks that could get vaccine boost,right,neutral,disagree,Agree,neutral
1965,url_no_3026,156,0,It works using an adenovirus -a virus best known for causing the common cold - as a vehicle to transport the coronavirus genetics into the body.,the second vaccine in the UK works using an adenovirus - a virus best known for causing the common cold - as a vehicle to transport the coronavirus genetics into the body,"['it', 'work', 'use', 'an', 'adenoviru', '-', 'a', 'viru', 'best', 'known', 'for', 'caus', 'the', 'common', 'cold', '-', 'as', 'a', 'vehicl', 'to', 'transport', 'the', 'coronaviru', 'genet', 'into', 'the', 'bodi']","['the', 'second', 'vaccin', 'in', 'the', 'uk', 'work', 'use', 'an', 'adenoviru', '-', 'a', 'viru', 'best', 'known', 'for', 'caus', 'the', 'common', 'cold', '-', 'as', 'a', 'vehicl', 'to', 'transport', 'the', 'coronaviru', 'genet', 'into', 'the', 'bodi']","['it', 'work', 'use', 'an', 'adenoviru', '-', 'a', 'viru', 'best', 'known', 'for', 'caus', 'the', 'common', 'cold', '-', 'as', 'a', 'vehicl', 'to', 'transport', 'the', 'coronaviru', 'genet', 'into', 'the', 'bodi']","['the', 'second', 'vaccin', 'in', 'the', 'uk', 'work', 'use', 'an', 'adenoviru', '-', 'a', 'viru', 'best', 'known', 'for', 'caus', 'the', 'common', 'cold', '-', 'as', 'a', 'vehicl', 'to', 'transport', 'the', 'coronaviru', 'genet', 'into', 'the', 'bodi']",dailymail.co.uk/news/article-8773261/Care-home-residents-staff-Covid-19-vaccine.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,care home residents and staff will be first to get a covid19 vaccine,55:00.0,drudgereport,anti,cc,FALSE,care home residents and staff will be first to get a covid19 vaccine,right,neutral,disagree,Agree,neutral
740,url_no_1344,91,1,It may be midsummer or early fall before coronavirus vaccines are available to the general population.,it may be midsummer or early fall before coronavirus vaccines are available to the general population,"['it', 'may', 'be', 'midsumm', 'or', 'earli', 'fall', 'befor', 'coronaviru', 'vaccin', 'are', 'avail', 'to', 'the', 'gener', 'popul']","['it', 'may', 'be', 'midsumm', 'or', 'earli', 'fall', 'befor', 'coronaviru', 'vaccin', 'are', 'avail', 'to', 'the', 'gener', 'popul']","['it', 'may', 'be', 'midsumm', 'or', 'earli', 'fall', 'befor', 'coronaviru', 'vaccin', 'are', 'avail', 'to', 'the', 'gener', 'popul']","['it', 'may', 'be', 'midsumm', 'or', 'earli', 'fall', 'befor', 'coronaviru', 'vaccin', 'are', 'avail', 'to', 'the', 'gener', 'popul']",dailymail.co.uk/news/article-9073177/AOC-films-receiving-Pfizers-COVID-19-vaccine-Instagram.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,aoc films herself receiving pfizers covid19 vaccine on instagram,32:24.0,drudgereport,anti,cc,FALSE,aoc films herself receiving pfizers covid19 vaccine on instagram,right,neutral,disagree,Neutral,neutral
6417,url_no_8366,128,0,Their coronavirus vaccine is more than 90% effective.,that the Pfizer and Moderna shots coronavirus vaccine is more than 90 % effective,"['that', 'their', 'coronaviru', 'vaccin', 'is', 'more', 'than', '90', '%', 'effect']","['that', 'the', 'pfizer', 'and', 'moderna', 'shot', 'coronaviru', 'vaccin', 'is', 'more', 'than', '90', '%', 'effect']","['that', 'their', 'coronaviru', 'vaccin', 'is', 'more', 'than', '90', '%', 'effect']","['that', 'the', 'pfizer', 'and', 'moderna', 'shot', 'coronaviru', 'vaccin', 'is', 'more', 'than', '90', '%', 'effect']",dallasnews.com/news/2020/12/14/heres-what-you-need-to-know-about-the-covid-19-vaccine-now-that-immunizations-have-begun/?utm_content=buffer1350e&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer,heres what you need to know about the covid19 vaccine now that immunizations have begun,00:00.0,dallas_morning_news,anti,cc,FALSE,heres what you need to know about the covid19 vaccine now that immunizations have begun,right,agree,agree,Agree,neutral
4786,url_no_5897,29,0,A unified front among global regulators on the data necessary to approve new medicines or vaccines for the novel coronavirus.,that a unified front among global regulators on the data necessary to approve new medicines or vaccines for the novel coronavirus,"['that', 'a', 'unifi', 'front', 'among', 'global', 'regul', 'on', 'the', 'data', 'necessari', 'to', 'approv', 'new', 'medicin', 'or', 'vaccin', 'for', 'the', 'novel', 'coronaviru']","['that', 'a', 'unifi', 'front', 'among', 'global', 'regul', 'on', 'the', 'data', 'necessari', 'to', 'approv', 'new', 'medicin', 'or', 'vaccin', 'for', 'the', 'novel', 'coronaviru']","['that', 'a', 'unifi', 'front', 'among', 'global', 'regul', 'on', 'the', 'data', 'necessari', 'to', 'approv', 'new', 'medicin', 'or', 'vaccin', 'for', 'the', 'novel', 'coronaviru']","['that', 'a', 'unifi', 'front', 'among', 'global', 'regul', 'on', 'the', 'data', 'necessari', 'to', 'approv', 'new', 'medicin', 'or', 'vaccin', 'for', 'the', 'novel', 'coronaviru']",politico.com/news/2020/07/18/drug-regulators-remain-united-on-covid-19-says-eu-agency-boss-368995,drug regulators remain united on covid19 says eu agency boss,41:36.0,politico,between,cc,FALSE,drug regulators remain united on covid19 says eu agency boss,right,neutral,disagree,Agree,neutral
6570,url_no_8613,91,0,The vaccine also induced production of T-cells that are thought to be important in activating an immune response against the coronavirus.,that the vaccine also induced production of T - cells that are thought to be important in activating an immune response against the coronavirus,"['that', 'the', 'vaccin', 'also', 'induc', 'product', 'of', 't', '-', 'cell', 'that', 'are', 'thought', 'to', 'be', 'import', 'in', 'activ', 'an', 'immun', 'respons', 'against', 'the', 'coronaviru']","['that', 'the', 'vaccin', 'also', 'induc', 'product', 'of', 't', '-', 'cell', 'that', 'are', 'thought', 'to', 'be', 'import', 'in', 'activ', 'an', 'immun', 'respons', 'against', 'the', 'coronaviru']","['that', 'the', 'vaccin', 'also', 'induc', 'product', 'of', 't', '-', 'cell', 'that', 'are', 'thought', 'to', 'be', 'import', 'in', 'activ', 'an', 'immun', 'respons', 'against', 'the', 'coronaviru']","['that', 'the', 'vaccin', 'also', 'induc', 'product', 'of', 't', '-', 'cell', 'that', 'are', 'thought', 'to', 'be', 'import', 'in', 'activ', 'an', 'immun', 'respons', 'against', 'the', 'coronaviru']",newsmax.com/finance/streettalk/pfizer-moderna-race-covid/2020/11/17/id/997441,how 2 companies sprinted ahead in covid vaccine race,59:48.0,newsmax,anti,cc,FALSE,how 2 companies sprinted ahead in covid vaccine race,right,neutral,neutral,Agree,neutral
4419,url_no_5336,40,0,Denmark plans digital passport that will allow people who have had Covid vaccines to travel Finance minister put forward a 'digital Corona passport' for use in the summer.,Next             Denmark plans digital passport that will allow people who have had Covid vaccines to travel Finance minister put forward a ' digital Corona passport ' for use in the summer,"['next', 'denmark', 'plan', 'digit', 'passport', 'that', 'will', 'allow', 'peopl', 'who', 'have', 'had', 'covid', 'vaccin', 'to', 'travel', 'financ', 'minist', 'put', 'forward', 'a', ""'"", 'digit', 'corona', 'passport', ""'"", 'for', 'use', 'in', 'the', 'summer']","['next', 'denmark', 'plan', 'digit', 'passport', 'that', 'will', 'allow', 'peopl', 'who', 'have', 'had', 'covid', 'vaccin', 'to', 'travel', 'financ', 'minist', 'put', 'forward', 'a', ""'"", 'digit', 'corona', 'passport', ""'"", 'for', 'use', 'in', 'the', 'summer']","['next', 'denmark', 'plan', 'digit', 'passport', 'that', 'will', 'allow', 'peopl', 'who', 'have', 'had', 'covid', 'vaccin', 'to', 'travel', 'financ', 'minist', 'put', 'forward', 'a\', ""\'"", \'digit', 'corona', 'passport\', ""\'"", \'for', 'use', 'in', 'the', 'summer']","['next', 'denmark', 'plan', 'digit', 'passport', 'that', 'will', 'allow', 'peopl', 'who', 'have', 'had', 'covid', 'vaccin', 'to', 'travel', 'financ', 'minist', 'put', 'forward', 'a\', ""\'"", \'digit', 'corona', 'passport\', ""\'"", \'for', 'use', 'in', 'the', 'summer']",dailymail.co.uk/news/article-9220137/Denmark-plans-digital-passport-allow-people-Covid-vaccines-travel.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,denmark plans digital passport that will allow people who have had covid vaccines to travel,05:25.0,drudgereport,anti,cc,FALSE,denmark plans digital passport that will allow people who have had covid vaccines to travel,right,neutral,disagree,Agree,neutral
10946,url_no_14707,60,0,Whether those who receive the vaccine are being protected from Covid-19.,whether those who receive the vaccine are being protected from Covid-19,"['whether', 'those', 'who', 'receiv', 'the', 'vaccin', 'are', 'be', 'protect', 'from', 'covid-19']","['whether', 'those', 'who', 'receiv', 'the', 'vaccin', 'are', 'be', 'protect', 'from', 'covid-19']","['whether', 'those', 'who', 'receiv', 'the', 'vaccin', 'are', 'be', 'protect', 'from', 'covid-19']","['whether', 'those', 'who', 'receiv', 'the', 'vaccin', 'are', 'be', 'protect', 'from', 'covid-19']",dailymail.co.uk/news/article-8746467/Secret-blueprints-Covid-19-vaccine-trials-revealed-Moderna-Pfizer.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,secret blueprints for covid19 vaccine trials revealed by moderna and pfizer,21:09.0,drudgereport,anti,cc,FALSE,secret blueprints for covid19 vaccine trials revealed by moderna and pfizer,right,neutral,disagree,Agree,neutral
5053,url_no_6291,251,2,It considers that the benefits outweigh its risks and recommends that vaccinations continue.,AstraZeneca's Covid vaccine considers that the benefits outweigh the benefits risks and recommends that vaccinations continue,"['it', 'consid', 'that', 'the', 'benefit', 'outweigh', 'it', 'risk', 'and', 'recommend', 'that', 'vaccin', 'continu']","['astrazeneca', ""'s"", 'covid', 'vaccin', 'consid', 'that', 'the', 'benefit', 'outweigh', 'the', 'benefit', 'risk', 'and', 'recommend', 'that', 'vaccin', 'continu']","['it', 'consid', 'that', 'the', 'benefit', 'outweigh', 'it', 'risk', 'and', 'recommend', 'that', 'vaccin', 'continu']","['astrazeneca\', ""\'s"", \'covid', 'vaccin', 'consid', 'that', 'the', 'benefit', 'outweigh', 'the', 'benefit', 'risk', 'and', 'recommend', 'that', 'vaccin', 'continu']",dailymail.co.uk/news/article-9371211/Europe-Covid-vaccines-Leaders-turn-AstraZeneca-ban.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,europe covid vaccines leaders turn on eachother over astrazeneca ban,01:48.0,drudgereport,anti,cc,FALSE,europe covid vaccines leaders turn on eachother over astrazeneca ban,right,agree,disagree,Agree,agree
7391,url_no_10023,50,0,Johnson & Johnson's coronavirus vaccine generated a lasting immune response to the deadly bug in an early-stage clinical trial.,Johnson & Johnson ’s coronavirus vaccine generated a lasting immune response to the deadly bug in an early - stage clinical trial,"['johnson', '&', 'johnson', '’', 's', 'coronaviru', 'vaccin', 'gener', 'a', 'last', 'immun', 'respons', 'to', 'the', 'deadli', 'bug', 'in', 'an', 'earli', '-', 'stage', 'clinic', 'trial']","['johnson', '&', 'johnson', '’', 's', 'coronaviru', 'vaccin', 'gener', 'a', 'last', 'immun', 'respons', 'to', 'the', 'deadli', 'bug', 'in', 'an', 'earli', '-', 'stage', 'clinic', 'trial']","['johnson', '&', 'johnson', '’', 's', 'coronaviru', 'vaccin', 'gener', 'a', 'last', 'immun', 'respons', 'to', 'the', 'deadli', 'bug', 'in', 'an', 'earli', '-', 'stage', 'clinic', 'trial']","['johnson', '&', 'johnson', '’', 's', 'coronaviru', 'vaccin', 'gener', 'a', 'last', 'immun', 'respons', 'to', 'the', 'deadli', 'bug', 'in', 'an', 'earli', '-', 'stage', 'clinic', 'trial']",nypost.com/2021/01/14/johnson-johnson-covid-vaccine-generates-immune-response-in-trial/,johnson  johnson covid19 vaccine generates immune response in trial,58:40.0,new_york_post,anti,cc,FALSE,johnson johnson covid19 vaccine generates immune response in trial,right,agree,neutral,Disagree,neutral
7833,url_no_10871,175,0,"Australia will donate 8,000 locally produced COVID-19 vaccines to PNG as an immediate response to the outbreak, and would make a million doses available as soon as they arrived from Europe.","Australia will donate 8,000 locally produced COVID-19 vaccines to PNG as an immediate response to the outbreak , and would make a million doses available as soon as they arrived from Europe","['australia', 'will', 'donat', '8,000', 'local', 'produc', 'covid-19', 'vaccin', 'to', 'png', 'as', 'an', 'immedi', 'respons', 'to', 'the', 'outbreak', ',', 'and', 'would', 'make', 'a', 'million', 'dose', 'avail', 'as', 'soon', 'as', 'they', 'arriv', 'from', 'europ']","['australia', 'will', 'donat', '8,000', 'local', 'produc', 'covid-19', 'vaccin', 'to', 'png', 'as', 'an', 'immedi', 'respons', 'to', 'the', 'outbreak', ',', 'and', 'would', 'make', 'a', 'million', 'dose', 'avail', 'as', 'soon', 'as', 'they', 'arriv', 'from', 'europ']","['australia', 'will', 'donat', '8,000', 'local', 'produc', 'covid-19', 'vaccin', 'to', 'png', 'as', 'an', 'immedi', 'respons', 'to', 'the', 'outbreak', ',', 'and', 'would', 'make', 'a', 'million', 'dose', 'avail', 'as', 'soon', 'as', 'they', 'arriv', 'from', 'europ']","['australia', 'will', 'donat', '8,000', 'local', 'produc', 'covid-19', 'vaccin', 'to', 'png', 'as', 'an', 'immedi', 'respons', 'to', 'the', 'outbreak', ',', 'and', 'would', 'make', 'a', 'million', 'dose', 'avail', 'as', 'soon', 'as', 'they', 'arriv', 'from', 'europ']",dailymail.co.uk/news/article-9373169/Matt-Hancock-joins-condemnation-EU-vaccine-export-ban-threat.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,matt hancock joins condemnation of eu vaccine export ban threat,20:05.0,drudgereport,anti,cc,FALSE,matt hancock joins condemnation of eu vaccine export ban threat,right,neutral,disagree,Agree,neutral
11077,url_no_14902,25,0,"This is a common symptom from all vaccinations, but the symptoms that seem to be more common after the COVID vaccine are symptoms like fatigue, headache and muscle aches.","This is a common symptom from all vaccinations ,   but the symptoms that seem to be more common after the COVID vaccine are symptoms like fatigue , headache and muscle aches","['thi', 'is', 'a', 'common', 'symptom', 'from', 'all', 'vaccin', ',', 'but', 'the', 'symptom', 'that', 'seem', 'to', 'be', 'more', 'common', 'after', 'the', 'covid', 'vaccin', 'are', 'symptom', 'like', 'fatigu', ',', 'headach', 'and', 'muscl', 'ach']","['thi', 'is', 'a', 'common', 'symptom', 'from', 'all', 'vaccin', ',', 'but', 'the', 'symptom', 'that', 'seem', 'to', 'be', 'more', 'common', 'after', 'the', 'covid', 'vaccin', 'are', 'symptom', 'like', 'fatigu', ',', 'headach', 'and', 'muscl', 'ach']","['thi', 'is', 'a', 'common', 'symptom', 'from', 'all', 'vaccin', ',', 'but', 'the', 'symptom', 'that', 'seem', 'to', 'be', 'more', 'common', 'after', 'the', 'covid', 'vaccin', 'are', 'symptom', 'like', 'fatigu', ',', 'headach', 'and', 'muscl', 'ach']","['thi', 'is', 'a', 'common', 'symptom', 'from', 'all', 'vaccin', ',', 'but', 'the', 'symptom', 'that', 'seem', 'to', 'be', 'more', 'common', 'after', 'the', 'covid', 'vaccin', 'are', 'symptom', 'like', 'fatigu', ',', 'headach', 'and', 'muscl', 'ach']",dispatch.com/story/news/coronavirus/2021/02/26/side-effects-second-covid-19-vaccine-what-expect-how-treat/6817881002/,side effects of second covid19 vaccine what to expect how to treat,00:00.0,columbus_dispatch,anti,cc,FALSE,side effects of second covid19 vaccine what to expect how to treat,right,neutral,disagree,Agree,neutral
3330,url_no_4297,59,0,"The immune responses from one of Australia 's first coronavirus patients has been mapped, which could lead to a vaccine.","the immune responses from one of Australia 's first coronavirus patients has been mapped , which could lead to a vaccine","['the', 'immun', 'respons', 'from', 'one', 'of', 'australia', ""'s"", 'first', 'coronaviru', 'patient', 'ha', 'been', 'map', ',', 'which', 'could', 'lead', 'to', 'a', 'vaccin']","['the', 'immun', 'respons', 'from', 'one', 'of', 'australia', ""'s"", 'first', 'coronaviru', 'patient', 'ha', 'been', 'map', ',', 'which', 'could', 'lead', 'to', 'a', 'vaccin']","['the', 'immun', 'respons', 'from', 'one', 'of', 'australia\', ""\'s"", \'first', 'coronaviru', 'patient', 'ha', 'been', 'map', ',', 'which', 'could', 'lead', 'to', 'a', 'vaccin']","['the', 'immun', 'respons', 'from', 'one', 'of', 'australia\', ""\'s"", \'first', 'coronaviru', 'patient', 'ha', 'been', 'map', ',', 'which', 'could', 'lead', 'to', 'a', 'vaccin']",dailymail.co.uk/news/article-8123473/Coronavirus-vaccine-YEAR-away-health-boss-says.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,coronavirus vaccine is at least a year away health boss says,24:58.0,drudgereport,anti,cc,FALSE,coronavirus vaccine is at least a year away health boss says,right,neutral,disagree,Agree,neutral
9494,url_no_12922,678,0,He got coronavirus vaccine after having an 'odd dream '.                                                        ,he got coronavirus vaccine after having an ' odd dream '                      e - mail           12   shares                                                             ,"['he', 'got', 'coronaviru', 'vaccin', 'after', 'have', 'an', ""'"", 'odd', 'dream', ""'"", 'e', '-', 'mail', '12', 'share']","['he', 'got', 'coronaviru', 'vaccin', 'after', 'have', 'an', ""'"", 'odd', 'dream', ""'"", 'e', '-', 'mail', '12', 'share']","['he', 'got', 'coronaviru', 'vaccin', 'after', 'have', 'an\', ""\'"", \'odd', 'dream\', ""\'"", \'e', '-', 'mail', '12', 'share']","['he', 'got', 'coronaviru', 'vaccin', 'after', 'have', 'an\', ""\'"", \'odd', 'dream\', ""\'"", \'e', '-', 'mail', '12', 'share']",dailymail.co.uk/news/article-9034843/Pensioner-91-says-got-coronavirus-vaccine-having-odd-dream.html?ns_mchannel=rss&ns_campaign=1490&ito=1490,pensioner 91 says he got coronavirus vaccine after having an odd dream,06:30.0,drudgereport,anti,cc,FALSE,pensioner 91 says he got coronavirus vaccine after having an odd dream,right,neutral,disagree,Agree,neutral
2066,url_no_3145,60,0,The U.S. Centers for Disease Control & Prevention (CDC) confirmed to the Virginia Department of Health (VDH) that it is examining the March death of a Virginia woman as part of its investigation into possible adverse side effects from the Johnson & Johnson COVID-19 vaccine.,that “ the U.S. Centers for Disease Control & Prevention ( CDC ) confirmed to the Virginia Department of Health ( VDH ) that the U.S. Centers for Disease Control & Prevention (CDC) is examining the March death of a Virginia woman as part of the Virginia Department of Health (VDH) investigation into possible adverse side effects from the Johnson & Johnson COVID-19 vaccine,"['that', '“', 'the', 'u.s.', 'center', 'for', 'diseas', 'control', '&', 'prevent', '(', 'cdc', ')', 'confirm', 'to', 'the', 'virginia', 'depart', 'of', 'health', '(', 'vdh', ')', 'that', 'it', 'is', 'examin', 'the', 'march', 'death', 'of', 'a', 'virginia', 'woman', 'as', 'part', 'of', 'it', 'investig', 'into', 'possibl', 'advers', 'side', 'effect', 'from', 'the', 'johnson', '&', 'johnson', 'covid-19', 'vaccin']","['that', '“', 'the', 'u.s.', 'center', 'for', 'diseas', 'control', '&', 'prevent', '(', 'cdc', ')', 'confirm', 'to', 'the', 'virginia', 'depart', 'of', 'health', '(', 'vdh', ')', 'that', 'the', 'u.s.', 'center', 'for', 'diseas', 'control', '&', 'prevent', '(', 'cdc', ')', 'is', 'examin', 'the', 'march', 'death', 'of', 'a', 'virginia', 'woman', 'as', 'part', 'of', 'the', 'virginia', 'depart', 'of', 'health', '(', 'vdh', ')', 'investig', 'into', 'possibl', 'advers', 'side', 'effect', 'from', 'the', 'johnson', '&', 'johnson', 'covid-19', 'vaccin']","['that', '“', 'the', 'u.s.', 'center', 'for', 'diseas', 'control', '&', 'prevent', '(', 'cdc', ')', 'confirm', 'to', 'the', 'virginia', 'depart', 'of', 'health', '(', 'vdh', ')', 'that', 'it', 'is', 'examin', 'the', 'march', 'death', 'of', 'a', 'virginia', 'woman', 'as', 'part', 'of', 'it', 'investig', 'into', 'possibl', 'advers', 'side', 'effect', 'from', 'the', 'johnson', '&', 'johnson', 'covid-19', 'vaccin']","['that', '“', 'the', 'u.s.', 'center', 'for', 'diseas', 'control', '&', 'prevent', '(', 'cdc', ')', 'confirm', 'to', 'the', 'virginia', 'depart', 'of', 'health', '(', 'vdh', ')', 'that', 'the', 'u.s.', 'center', 'for', 'diseas', 'control', '&', 'prevent', '(', 'cdc', ')', 'is', 'examin', 'the', 'march', 'death', 'of', 'a', 'virginia', 'woman', 'as', 'part', 'of', 'the', 'virginia', 'depart', 'of', 'health', '(', 'vdh', ')', 'investig', 'into', 'possibl', 'advers', 'side', 'effect', 'from', 'the', 'johnson', '&', 'johnson', 'covid-19', 'vaccin']",nypost.com/2021/04/13/cdc-probing-death-of-woman-who-took-johnson-johnson-vaccine/,cdc probing death of woman who got johnson  johnson vaccine,36:14.0,new_york_post,anti,cc,FALSE,cdc probing death of woman who got johnson johnson vaccine,right,disagree,neutral,Disagree,disagree
8496,url_no_11569,38,0,My son (Curt) die and me suffering the effects of covid for us to realize we need the vaccine.,my son ( Curt ) die and me suffering the effects of covid for us to realize we need the vaccine,"['my', 'son', '(', 'curt', ')', 'die', 'and', 'me', 'suffer', 'the', 'effect', 'of', 'covid', 'for', 'us', 'to', 'realiz', 'we', 'need', 'the', 'vaccin']","['my', 'son', '(', 'curt', ')', 'die', 'and', 'me', 'suffer', 'the', 'effect', 'of', 'covid', 'for', 'us', 'to', 'realiz', 'we', 'need', 'the', 'vaccin']","['my', 'son', '(', 'curt', ')', 'die', 'and', 'me', 'suffer', 'the', 'effect', 'of', 'covid', 'for', 'us', 'to', 'realiz', 'we', 'need', 'the', 'vaccin']","['my', 'son', '(', 'curt', ')', 'die', 'and', 'me', 'suffer', 'the', 'effect', 'of', 'covid', 'for', 'us', 'to', 'realiz', 'we', 'need', 'the', 'vaccin']",newsmax.com/us/coronavirus-vaccination-alabama/2021/07/25/id/1029897,mother of deceased alabama man urges others to get vaccinated,25:38.0,newsmax,anti,cc,FALSE,mother of deceased alabama man urges others to get vaccinated,right,agree,disagree,Agree,neutral
10042,url_no_13541,133,0,Americans are far less hesitant to take the Coronavirus vaccines with 47% of the public wanting to get the vaccine as soon as possible or they have already been vaccinated.,Americans are far less hesitant to take the Coronavirus vaccines with 47 % of the public wanting to get the vaccine as soon as possible or the Pfizer BioNtech Covid-19 vaccine have already been vaccinated,"['american', 'are', 'far', 'less', 'hesit', 'to', 'take', 'the', 'coronaviru', 'vaccin', 'with', '47', '%', 'of', 'the', 'public', 'want', 'to', 'get', 'the', 'vaccin', 'as', 'soon', 'as', 'possibl', 'or', 'they', 'have', 'alreadi', 'been', 'vaccin']","['american', 'are', 'far', 'less', 'hesit', 'to', 'take', 'the', 'coronaviru', 'vaccin', 'with', '47', '%', 'of', 'the', 'public', 'want', 'to', 'get', 'the', 'vaccin', 'as', 'soon', 'as', 'possibl', 'or', 'the', 'pfizer', 'biontech', 'covid-19', 'vaccin', 'have', 'alreadi', 'been', 'vaccin']","['american', 'are', 'far', 'less', 'hesit', 'to', 'take', 'the', 'coronaviru', 'vaccin', 'with', '47', '%', 'of', 'the', 'public', 'want', 'to', 'get', 'the', 'vaccin', 'as', 'soon', 'as', 'possibl', 'or', 'they', 'have', 'alreadi', 'been', 'vaccin']","['american', 'are', 'far', 'less', 'hesit', 'to', 'take', 'the', 'coronaviru', 'vaccin', 'with', '47', '%', 'of', 'the', 'public', 'want', 'to', 'get', 'the', 'vaccin', 'as', 'soon', 'as', 'possibl', 'or', 'the', 'pfizer', 'biontech', 'covid-19', 'vaccin', 'have', 'alreadi', 'been', 'vaccin']",forbes.com/sites/brucejapsen/2021/01/27/poll-half-of-us-wants-covid-19-vaccine-as-soon-as-possible/,poll half of us wants covid19 vaccine as soon as possible,00:00.0,forbes,anti,cc,FALSE,poll half of us wants covid19 vaccine as soon as possible,right,agree,disagree,Agree,neutral
